t	n	p	v	i
25	34	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,73E-03
25	34	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,22E-03
25	34	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,61E-02
25	34	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,08E-02
25	34	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,05E-02
25	34	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,97E-01
25	34	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,05E+00
25	34	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,28E+00
25	34	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,15E-03
25	34	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,07E-02
25	34	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,64E-02
25	34	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,79E-02
25	34	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,66E-02
25	34	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,37E-02
25	34	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,03E-02
25	34	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,14E-02
25	34	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,35E-01
25	34	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,35E-03
25	34	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,66E-03
25	34	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,32E-03
25	34	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,62E-02
25	34	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,08E-02
25	34	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,04E-02
25	34	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,96E-01
25	34	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,05E+00
25	34	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,29E+00
25	34	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,17E-03
25	34	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,08E-02
25	34	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,64E-02
25	34	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,79E-02
25	34	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,66E-02
25	34	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,36E-02
25	34	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,02E-02
25	34	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,13E-02
25	34	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,35E-01
25	34	VDDO_PAD_3_3V_IDDQ3V3_-8	4,50E+00	3,56E-03
25	34	VDDO_PAD_3_3V_IDDQ3V3_-8	5,00E+00	9,31E-03
25	34	VDDO_PAD_3_3V_IDDQ3V3_-8	5,50E+00	2,42E-02
25	34	VDDR_PAD_3_3V_IDDQ3V3_-8	4,50E+00	-2,03E-05
25	34	VDDR_PAD_3_3V_IDDQ3V3_-8	5,00E+00	3,79E-04
25	34	VDDR_PAD_3_3V_IDDQ3V3_-8	5,50E+00	9,30E-04
25	34	Freq_PROCMONDCELLS	1,00E+00	NaN
25	34	Freq_PROCMONDCELLS	1,10E+00	NaN
25	34	Freq_PROCMONDCELLS	1,20E+00	NaN
25	34	Freq_PROCMONDCELLS	1,30E+00	2,74E+00
25	34	Freq_PROCMONDCELLS	1,40E+00	3,31E+00
25	34	Freq_PROCMONDCELLS	1,50E+00	3,88E+00
25	34	Freq_PROCMONDCELLS	1,60E+00	4,44E+00
25	34	Freq_PROCMONDCELLS	1,70E+00	4,99E+00
25	34	Freq_PROCMONDCELLS	1,80E+00	5,52E+00
25	34	Freq_PROCMONDCELLS	1,90E+00	6,04E+00
25	34	Freq_PROCMONDCELLS	2,00E+00	6,52E+00
25	34	Pulse1_PROCMONDCELLS	1,00E+00	NaN
25	34	Pulse1_PROCMONDCELLS	1,10E+00	NaN
25	34	Pulse1_PROCMONDCELLS	1,20E+00	NaN
25	34	Pulse1_PROCMONDCELLS	1,30E+00	2,52E+02
25	34	Pulse1_PROCMONDCELLS	1,40E+00	1,89E+02
25	34	Pulse1_PROCMONDCELLS	1,50E+00	1,57E+02
25	34	Pulse1_PROCMONDCELLS	1,60E+00	1,36E+02
25	34	Pulse1_PROCMONDCELLS	1,70E+00	1,20E+02
25	34	Pulse1_PROCMONDCELLS	1,80E+00	1,07E+02
25	34	Pulse1_PROCMONDCELLS	1,90E+00	9,73E+01
25	34	Pulse1_PROCMONDCELLS	2,00E+00	8,91E+01
25	34	Pulse2_PROCMONDCELLS	1,00E+00	NaN
25	34	Pulse2_PROCMONDCELLS	1,10E+00	NaN
25	34	Pulse2_PROCMONDCELLS	1,20E+00	NaN
25	34	Pulse2_PROCMONDCELLS	1,30E+00	1,79E+02
25	34	Pulse2_PROCMONDCELLS	1,40E+00	1,29E+02
25	34	Pulse2_PROCMONDCELLS	1,50E+00	1,08E+02
25	34	Pulse2_PROCMONDCELLS	1,60E+00	9,38E+01
25	34	Pulse2_PROCMONDCELLS	1,70E+00	8,32E+01
25	34	Pulse2_PROCMONDCELLS	1,80E+00	7,54E+01
25	34	Pulse2_PROCMONDCELLS	1,90E+00	6,86E+01
25	34	Pulse2_PROCMONDCELLS	2,00E+00	6,31E+01
25	34	Freq_PROCMONDCELLSLL	1,00E+00	NaN
25	34	Freq_PROCMONDCELLSLL	1,10E+00	NaN
25	34	Freq_PROCMONDCELLSLL	1,20E+00	NaN
25	34	Freq_PROCMONDCELLSLL	1,30E+00	2,01E+00
25	34	Freq_PROCMONDCELLSLL	1,40E+00	2,45E+00
25	34	Freq_PROCMONDCELLSLL	1,50E+00	2,89E+00
25	34	Freq_PROCMONDCELLSLL	1,60E+00	3,33E+00
25	34	Freq_PROCMONDCELLSLL	1,70E+00	3,76E+00
25	34	Freq_PROCMONDCELLSLL	1,80E+00	4,18E+00
25	34	Freq_PROCMONDCELLSLL	1,90E+00	4,58E+00
25	34	Freq_PROCMONDCELLSLL	2,00E+00	4,98E+00
25	34	Pulse1_PROCMONDCELLSLL	1,00E+00	NaN
25	34	Pulse1_PROCMONDCELLSLL	1,10E+00	NaN
25	34	Pulse1_PROCMONDCELLSLL	1,20E+00	NaN
25	34	Pulse1_PROCMONDCELLSLL	1,30E+00	3,28E+02
25	34	Pulse1_PROCMONDCELLSLL	1,40E+00	2,51E+02
25	34	Pulse1_PROCMONDCELLSLL	1,50E+00	2,09E+02
25	34	Pulse1_PROCMONDCELLSLL	1,60E+00	1,79E+02
25	34	Pulse1_PROCMONDCELLSLL	1,70E+00	1,57E+02
25	34	Pulse1_PROCMONDCELLSLL	1,80E+00	1,41E+02
25	34	Pulse1_PROCMONDCELLSLL	1,90E+00	1,27E+02
25	34	Pulse1_PROCMONDCELLSLL	2,00E+00	1,17E+02
25	34	Pulse2_PROCMONDCELLSLL	1,00E+00	NaN
25	34	Pulse2_PROCMONDCELLSLL	1,10E+00	NaN
25	34	Pulse2_PROCMONDCELLSLL	1,20E+00	NaN
25	34	Pulse2_PROCMONDCELLSLL	1,30E+00	2,38E+02
25	34	Pulse2_PROCMONDCELLSLL	1,40E+00	1,78E+02
25	34	Pulse2_PROCMONDCELLSLL	1,50E+00	1,48E+02
25	34	Pulse2_PROCMONDCELLSLL	1,60E+00	1,27E+02
25	34	Pulse2_PROCMONDCELLSLL	1,70E+00	1,13E+02
25	34	Pulse2_PROCMONDCELLSLL	1,80E+00	1,01E+02
25	34	Pulse2_PROCMONDCELLSLL	1,90E+00	9,18E+01
25	34	Pulse2_PROCMONDCELLSLL	2,00E+00	8,48E+01
25	34	IOTEST	1,23E+00	1,23E+00
25	34	NANDTREE	1,22E+00	1,22E+00
25	34	LOGIC1	1,29E+00	1,29E+00
25	34	LOGIC2	1,29E+00	1,29E+00
25	34	LOGIC3	1,29E+00	1,29E+00
25	34	LOGIC4	1,29E+00	1,29E+00
25	34	LIFETEST	1,28E+00	1,28E+00
25	34	ROM8KX64DATA	1,24E+00	1,24E+00
25	34	ROM8KX64READ	1,24E+00	1,24E+00
25	34	SPRAMB2KX18DATA	1,24E+00	1,24E+00
25	34	SPRAMB2KX18MARCHC	1,24E+00	1,24E+00
25	34	SPRAMB2KX18MARCHCNEW	1,24E+00	1,24E+00
25	34	DPRAM4KX64DATA	1,29E+00	1,29E+00
25	34	DPRAM4KX64MARCHC	1,28E+00	1,28E+00
25	34	PUPD	1,25E+00	1,25E+00
25	35	VDD_PAD_1_8V_IDDQ1V8_-8	1,62E+00	2,68E-03
25	35	VDD_PAD_1_8V_IDDQ1V8_-8	1,80E+00	2,73E-03
25	35	VDD_PAD_1_8V_IDDQ1V8_-8	1,98E+00	3,31E-03
25	35	VDD!_IDDQ1V8_-8	1,62E+00	1,62E-02
25	35	VDD!_IDDQ1V8_-8	1,80E+00	2,13E-02
25	35	VDD!_IDDQ1V8_-8	1,98E+00	3,16E-02
25	35	VDD_DPRAM4KX64_IDDQ1V8_-8	1,62E+00	8,89E-01
25	35	VDD_DPRAM4KX64_IDDQ1V8_-8	1,80E+00	1,04E+00
25	35	VDD_DPRAM4KX64_IDDQ1V8_-8	1,98E+00	1,28E+00
25	35	VDD_ROM8KX64_IDDQ1V8_-8	1,62E+00	8,05E-03
25	35	VDD_ROM8KX64_IDDQ1V8_-8	1,80E+00	1,07E-02
25	35	VDD_ROM8KX64_IDDQ1V8_-8	1,98E+00	1,64E-02
25	35	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,62E+00	3,48E-02
25	35	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,80E+00	4,33E-02
25	35	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,98E+00	6,01E-02
25	35	VDD!_SEP_IDDQ1V8_-8	1,62E+00	7,15E-02
25	35	VDD!_SEP_IDDQ1V8_-8	1,80E+00	9,38E-02
25	35	VDD!_SEP_IDDQ1V8_-8	1,98E+00	1,40E-01
25	35	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,48E-03
25	35	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,75E-03
25	35	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,30E-03
25	35	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,71E-02
25	35	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,22E-02
25	35	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,25E-02
25	35	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,88E-01
25	35	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,04E+00
25	35	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,28E+00
25	35	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,09E-03
25	35	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,07E-02
25	35	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,64E-02
25	35	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,96E-02
25	35	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,86E-02
25	35	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,61E-02
25	35	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,00E-02
25	35	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,15E-02
25	35	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,36E-01
25	35	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,39E-03
25	35	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,72E-03
25	35	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,26E-03
25	35	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,70E-02
25	35	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,22E-02
25	35	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,25E-02
25	35	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,88E-01
25	35	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,04E+00
25	35	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,28E+00
25	35	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,06E-03
25	35	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,07E-02
25	35	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,64E-02
25	35	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,97E-02
25	35	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,87E-02
25	35	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,61E-02
25	35	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,01E-02
25	35	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,15E-02
25	35	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,36E-01
25	35	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,45E-03
25	35	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,82E-03
25	35	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,26E-03
25	35	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,70E-02
25	35	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,23E-02
25	35	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,25E-02
25	35	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,88E-01
25	35	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,04E+00
25	35	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,28E+00
25	35	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,09E-03
25	35	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,07E-02
25	35	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,63E-02
25	35	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,97E-02
25	35	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,86E-02
25	35	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,59E-02
25	35	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,01E-02
25	35	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,15E-02
25	35	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,36E-01
25	35	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,33E-03
25	35	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,82E-03
25	35	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,40E-03
25	35	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,70E-02
25	35	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,22E-02
25	35	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,26E-02
25	35	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,85E-01
25	35	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,04E+00
25	35	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,27E+00
25	35	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,11E-03
25	35	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,07E-02
25	35	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,63E-02
25	35	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	3,96E-02
25	35	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	4,87E-02
25	35	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,61E-02
25	35	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,00E-02
25	35	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	9,14E-02
25	35	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,36E-01
25	35	VDDO_PAD_3_3V_IDDQ3V3_-8	4,50E+00	3,59E-03
25	35	VDDO_PAD_3_3V_IDDQ3V3_-8	5,00E+00	9,20E-03
25	35	VDDO_PAD_3_3V_IDDQ3V3_-8	5,50E+00	2,39E-02
25	35	VDDR_PAD_3_3V_IDDQ3V3_-8	4,50E+00	3,22E-05
25	35	VDDR_PAD_3_3V_IDDQ3V3_-8	5,00E+00	4,65E-04
25	35	VDDR_PAD_3_3V_IDDQ3V3_-8	5,50E+00	9,31E-04
25	35	Freq_PROCMONDCELLS	1,00E+00	NaN
25	35	Freq_PROCMONDCELLS	1,10E+00	NaN
25	35	Freq_PROCMONDCELLS	1,20E+00	NaN
25	35	Freq_PROCMONDCELLS	1,30E+00	2,73E+00
25	35	Freq_PROCMONDCELLS	1,40E+00	3,29E+00
25	35	Freq_PROCMONDCELLS	1,50E+00	3,86E+00
25	35	Freq_PROCMONDCELLS	1,60E+00	4,42E+00
25	35	Freq_PROCMONDCELLS	1,70E+00	4,96E+00
25	35	Freq_PROCMONDCELLS	1,80E+00	5,49E+00
25	35	Freq_PROCMONDCELLS	1,90E+00	6,00E+00
25	35	Freq_PROCMONDCELLS	2,00E+00	6,49E+00
25	35	Pulse1_PROCMONDCELLS	1,00E+00	NaN
25	35	Pulse1_PROCMONDCELLS	1,10E+00	NaN
25	35	Pulse1_PROCMONDCELLS	1,20E+00	NaN
25	35	Pulse1_PROCMONDCELLS	1,30E+00	2,50E+02
25	35	Pulse1_PROCMONDCELLS	1,40E+00	1,90E+02
25	35	Pulse1_PROCMONDCELLS	1,50E+00	1,58E+02
25	35	Pulse1_PROCMONDCELLS	1,60E+00	1,37E+02
25	35	Pulse1_PROCMONDCELLS	1,70E+00	1,20E+02
25	35	Pulse1_PROCMONDCELLS	1,80E+00	1,08E+02
25	35	Pulse1_PROCMONDCELLS	1,90E+00	9,80E+01
25	35	Pulse1_PROCMONDCELLS	2,00E+00	8,96E+01
25	35	Pulse2_PROCMONDCELLS	1,00E+00	NaN
25	35	Pulse2_PROCMONDCELLS	1,10E+00	NaN
25	35	Pulse2_PROCMONDCELLS	1,20E+00	NaN
25	35	Pulse2_PROCMONDCELLS	1,30E+00	1,77E+02
25	35	Pulse2_PROCMONDCELLS	1,40E+00	1,30E+02
25	35	Pulse2_PROCMONDCELLS	1,50E+00	1,09E+02
25	35	Pulse2_PROCMONDCELLS	1,60E+00	9,45E+01
25	35	Pulse2_PROCMONDCELLS	1,70E+00	8,36E+01
25	35	Pulse2_PROCMONDCELLS	1,80E+00	7,56E+01
25	35	Pulse2_PROCMONDCELLS	1,90E+00	6,87E+01
25	35	Pulse2_PROCMONDCELLS	2,00E+00	6,37E+01
25	35	Freq_PROCMONDCELLSLL	1,00E+00	NaN
25	35	Freq_PROCMONDCELLSLL	1,10E+00	NaN
25	35	Freq_PROCMONDCELLSLL	1,20E+00	NaN
25	35	Freq_PROCMONDCELLSLL	1,30E+00	2,01E+00
25	35	Freq_PROCMONDCELLSLL	1,40E+00	2,44E+00
25	35	Freq_PROCMONDCELLSLL	1,50E+00	2,88E+00
25	35	Freq_PROCMONDCELLSLL	1,60E+00	3,32E+00
25	35	Freq_PROCMONDCELLSLL	1,70E+00	3,75E+00
25	35	Freq_PROCMONDCELLSLL	1,80E+00	4,17E+00
25	35	Freq_PROCMONDCELLSLL	1,90E+00	4,57E+00
25	35	Freq_PROCMONDCELLSLL	2,00E+00	4,96E+00
25	35	Pulse1_PROCMONDCELLSLL	1,00E+00	NaN
25	35	Pulse1_PROCMONDCELLSLL	1,10E+00	NaN
25	35	Pulse1_PROCMONDCELLSLL	1,20E+00	NaN
25	35	Pulse1_PROCMONDCELLSLL	1,30E+00	3,27E+02
25	35	Pulse1_PROCMONDCELLSLL	1,40E+00	2,51E+02
25	35	Pulse1_PROCMONDCELLSLL	1,50E+00	2,09E+02
25	35	Pulse1_PROCMONDCELLSLL	1,60E+00	1,80E+02
25	35	Pulse1_PROCMONDCELLSLL	1,70E+00	1,58E+02
25	35	Pulse1_PROCMONDCELLSLL	1,80E+00	1,41E+02
25	35	Pulse1_PROCMONDCELLSLL	1,90E+00	1,28E+02
25	35	Pulse1_PROCMONDCELLSLL	2,00E+00	1,17E+02
25	35	Pulse2_PROCMONDCELLSLL	1,00E+00	NaN
25	35	Pulse2_PROCMONDCELLSLL	1,10E+00	NaN
25	35	Pulse2_PROCMONDCELLSLL	1,20E+00	NaN
25	35	Pulse2_PROCMONDCELLSLL	1,30E+00	2,36E+02
25	35	Pulse2_PROCMONDCELLSLL	1,40E+00	1,79E+02
25	35	Pulse2_PROCMONDCELLSLL	1,50E+00	1,48E+02
25	35	Pulse2_PROCMONDCELLSLL	1,60E+00	1,29E+02
25	35	Pulse2_PROCMONDCELLSLL	1,70E+00	1,13E+02
25	35	Pulse2_PROCMONDCELLSLL	1,80E+00	1,02E+02
25	35	Pulse2_PROCMONDCELLSLL	1,90E+00	9,22E+01
25	35	Pulse2_PROCMONDCELLSLL	2,00E+00	8,50E+01
25	35	IOTEST	1,23E+00	1,23E+00
25	35	NANDTREE	1,22E+00	1,22E+00
25	35	LOGIC1	1,29E+00	1,29E+00
25	35	LOGIC2	1,29E+00	1,29E+00
25	35	LOGIC3	1,29E+00	1,29E+00
25	35	LOGIC4	1,29E+00	1,29E+00
25	35	LIFETEST	1,28E+00	1,28E+00
25	35	ROM8KX64DATA	1,23E+00	1,23E+00
25	35	ROM8KX64READ	1,23E+00	1,23E+00
25	35	SPRAMB2KX18DATA	1,23E+00	1,23E+00
25	35	SPRAMB2KX18MARCHC	1,24E+00	1,24E+00
25	35	SPRAMB2KX18MARCHCNEW	1,24E+00	1,24E+00
25	35	DPRAM4KX64DATA	1,29E+00	1,29E+00
25	35	DPRAM4KX64MARCHC	1,27E+00	1,27E+00
25	35	PUPD	1,25E+00	1,25E+00
25	36	VDD_PAD_1_8V_IDDQ1V8_-8	1,62E+00	2,61E-03
25	36	VDD_PAD_1_8V_IDDQ1V8_-8	1,80E+00	2,83E-03
25	36	VDD_PAD_1_8V_IDDQ1V8_-8	1,98E+00	3,41E-03
25	36	VDD!_IDDQ1V8_-8	1,62E+00	1,68E-02
25	36	VDD!_IDDQ1V8_-8	1,80E+00	2,18E-02
25	36	VDD!_IDDQ1V8_-8	1,98E+00	3,21E-02
25	36	VDD_DPRAM4KX64_IDDQ1V8_-8	1,62E+00	9,88E-01
25	36	VDD_DPRAM4KX64_IDDQ1V8_-8	1,80E+00	1,17E+00
25	36	VDD_DPRAM4KX64_IDDQ1V8_-8	1,98E+00	1,41E+00
25	36	VDD_ROM8KX64_IDDQ1V8_-8	1,62E+00	8,32E-03
25	36	VDD_ROM8KX64_IDDQ1V8_-8	1,80E+00	1,11E-02
25	36	VDD_ROM8KX64_IDDQ1V8_-8	1,98E+00	1,70E-02
25	36	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,62E+00	3,69E-02
25	36	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,80E+00	4,55E-02
25	36	VDD_SPRAMB2KX18_IDDQ1V8_-8	1,98E+00	6,26E-02
25	36	VDD!_SEP_IDDQ1V8_-8	1,62E+00	8,01E-02
25	36	VDD!_SEP_IDDQ1V8_-8	1,80E+00	1,04E-01
25	36	VDD!_SEP_IDDQ1V8_-8	1,98E+00	1,53E-01
25	36	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,57E-03
25	36	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,69E-03
25	36	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,29E-03
25	36	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	1,78E-02
25	36	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,29E-02
25	36	VDD!_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,31E-02
25	36	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	9,88E-01
25	36	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,16E+00
25	36	VDD_DPRAM4KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,41E+00
25	36	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	8,32E-03
25	36	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,11E-02
25	36	VDD_ROM8KX64_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,70E-02
25	36	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	4,14E-02
25	36	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	5,05E-02
25	36	VDD_SPRAMB2KX18_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	6,84E-02
25	36	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	7,85E-02
25	36	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	1,01E-01
25	36	VDD!_SEP_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	1,49E-01
25	36	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,62E+00	2,50E-03
25	36	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,80E+00	2,78E-03
25	36	VDD_PAD_1_8V_SPRAMB2KX18MARCHCNEW_61560	1,98E+00	3,26E-03
